"","study_1","study_2","study_3","study_4"
"SEPTIN7P11",1,0,0,0
"NOX1",1,0,0,0
"LOC105372645",1,0,0,0
"FAM41C",1,0,0,0
"BSX",1,0,0,0
"LOC101928409",1,0,0,0
"LOC105377668",1,0,0,0
"PWRN1",1,0,0,0
"LINC01392",1,0,0,0
"BTN1A1",1,0,0,0
"TDRD12",1,0,0,0
"LOC107984763",1,0,0,0
"MTA1-DT",1,0,0,0
"LRRC52",0.520060220985952,0.469723928914653,0,0.713370028213286
"LINC01095",1,0,0,0
"KIR2DL1",1,0,0,0
"SNORD3A",1,0,0,0
"107984351",1,0,0,0
"KLF1",1,0,0,0
"MIR571",1,0,0,0
"ONECUT1",1,0,0,0
"ALG1L2",0.742108238521282,0.670280062599836,0,0
"IGLV2-14",1,0,0,0
"PNLIPRP3",1,0,0,0
"GUCA1A",1,0,0,0
"LOC105375322",1,0,0,0
"KIR2DS4",1,0,0,0
"RSPH6A",1,0,0,0
"GRIN3A",1,0,0,0
"LCN8",0.742108238521282,0.670280062599836,0,0
"UOX",1,0,0,0
"105379251",1,0,0,0
"CRYGA",1,0,0,0
"LOC105371082",1,0,0,0
"CHGB",1,0,0,0
"FREM3",1,0,0,0
"LOC101927919",1,0,0,0
"PPP1CB-DT",1,0,0,0
"PROX2",1,0,0,0
"LOC112268077",1,0,0,0
"ZFY",1,0,0,0
"TRIML2",1,0,0,0
"LOC107986292",1,0,0,0
"FAM167A-AS1",1,0,0,0
"LOC105376950",1,0,0,0
"LINC01625",1,0,0,0
"LINC01320",1,0,0,0
"ABCA17P",1,0,0,0
"ZNF716",1,0,0,0
"MICA-AS1",1,0,0,0
"LOC105370042",1,0,0,0
"KCNA7",1,0,0,0
"ADGRG4",0.617988307121335,0,0.786187288285245,0
"HTR3E",1,0,0,0
"LINC01140",1,0,0,0
"LINC00548",1,0,0,0
"LINC00319",1,0,0,0
"LOC105372334",1,0,0,0
"CNBD1",1,0,0,0
"LOC102724720",1,0,0,0
"LINC00051",0.589094188963293,0,0,0.808064376476083
"CHP1P2",1,0,0,0
"ELFN2",1,0,0,0
"PTPRVP",1,0,0,0
"LOC101928214",1,0,0,0
"ZSCAN1",1,0,0,0
"GRM8",1,0,0,0
"CDH12",1,0,0,0
"AADACP1",1,0,0,0
"DCX",0.742108238521282,0.670280062599836,0,0
"DAND5",1,0,0,0
"PLGLB2",1,0,0,0
"BEND2",1,0,0,0
"GDAP1L1",1,0,0,0
"OR52Z1P",1,0,0,0
"CCDC144NL",1,0,0,0
"NMU",1,0,0,0
"LINC01864",1,0,0,0
"LOC102724734",1,0,0,0
"PRAMEF19",1,0,0,0
"DPPA3",1,0,0,0
"LOC100287834",1,0,0,0
"ZNF852",1,0,0,0
"WFDC9",1,0,0,0
"ACTR3-AS1",1,0,0,0
"LOC107986087",1,0,0,0
"SLC44A3-AS1",1,0,0,0
"HOXC12",1,0,0,0
"NLRP13",1,0,0,0
"PPP1R27",0.742108238521282,0.670280062599836,0,0
"MS4A3",1,0,0,0
"LOC112268106",1,0,0,0
"107986304",1,0,0,0
"LOC105378039",1,0,0,0
"HNRNPCL3",1,0,0,0
"ALK",1,0,0,0
"LOC100132154",1,0,0,0
"C2orf49-DT",1,0,0,0
"SNORD50B",1,0,0,0
"ZPBP",1,0,0,0
"NBPF22P",1,0,0,0
"ING2-DT",1,0,0,0
"LOC105371684",1,0,0,0
"LOC105370740",1,0,0,0
"TXNL4B",0.617988307121335,0,0.786187288285245,0
"LOC107985736",1,0,0,0
"EIF4E1B",1,0,0,0
"FRG2DP",1,0,0,0
"MYRF-AS1",1,0,0,0
"LOC102723714",1,0,0,0
"CST1",1,0,0,0
"LOC105375412",1,0,0,0
"PRKG1-AS1",1,0,0,0
"MIR3159",1,0,0,0
"B3GALT5",1,0,0,0
"PDZK1P1",1,0,0,0
"AGK-DT",1,0,0,0
"FATE1",0.53961814226692,0.487388851657797,0.686486975707545,0
"ENTPD1-AS1",1,0,0,0
"SOST",1,0,0,0
"KCNV1",1,0,0,0
"PRR35",1,0,0,0
"FAM197Y9",1,0,0,0
"C3orf20",1,0,0,0
"TNS1-AS1",1,0,0,0
"112268420",1,0,0,0
"LOC102723795",1,0,0,0
"LOC157273",1,0,0,0
"OR7E14P",1,0,0,0
"LINC01881",1,0,0,0
"KRT85",1,0,0,0
"RHEX",1,0,0,0
"UNC13C",1,0,0,0
"LOC105372832",1,0,0,0
"LINC02828",1,0,0,0
"KDM2B-DT",1,0,0,0
"LOC105372579",1,0,0,0
"CCDC38",1,0,0,0
"GRK1",1,0,0,0
"LOC105374555",1,0,0,0
"105379490",1,0,0,0
"RAX",1,0,0,0
"LINC02083",1,0,0,0
"HRH1",1,0,0,0
"105374474",1,0,0,0
"LOC101928495",1,0,0,0
"ZNF648",0.53961814226692,0.487388851657797,0.686486975707545,0
"STAU2-AS1",1,0,0,0
"TBC1D28",1,0,0,0
"MRGPRX3",1,0,0,0
"LYG2",1,0,0,0
"LOC105378075",1,0,0,0
"107986871",1,0,0,0
"LOC105370969",1,0,0,0
"LOC105373162",1,0,0,0
"LOC105377663",1,0,0,0
"LINC02858",1,0,0,0
"DDX25",1,0,0,0
"107986641",1,0,0,0
"LOC105374925",1,0,0,0
"RASGRP3-AS1",1,0,0,0
"NAT16",0.742108238521282,0.670280062599836,0,0
"EFCAB5",1,0,0,0
"KRT87P",1,0,0,0
"OPTC",1,0,0,0
"SH2D5",0.742108238521282,0.670280062599836,0,0
"PXT1",0.742108238521282,0.670280062599836,0,0
"LOC107984710",1,0,0,0
"TGM5",1,0,0,0
"VRTN",1,0,0,0
"LOC105369527",1,0,0,0
"LOC642929",1,0,0,0
"LOC105371300",1,0,0,0
"KCNJ10",0.53961814226692,0.487388851657797,0.686486975707545,0
"LOC101929007",1,0,0,0
"NRCAM",1,0,0,0
"140849",1,0,0,0
"GARIN6",1,0,0,0
"LOC101927344",1,0,0,0
"TOR4A",1,0,0,0
"LOC105372719",1,0,0,0
"LOC105371960",1,0,0,0
"FAM133A",1,0,0,0
"LOC101927446",1,0,0,0
"TDRG1",1,0,0,0
"112268125",1,0,0,0
"SIAH1",0.742108238521282,0.670280062599836,0,0
"OPALIN",1,0,0,0
"AKR1D1",0.742108238521282,0.670280062599836,0,0
"MMP3",1,0,0,0
"LOC105369212",1,0,0,0
"LOC105376025",1,0,0,0
"FAM238B",1,0,0,0
"FAUP4",1,0,0,0
"TAC3",1,0,0,0
"LOC102723686",1,0,0,0
"105376753",1,0,0,0
"OR2J1",1,0,0,0
"PCAT18",1,0,0,0
"PCDH10-DT",1,0,0,0
"AMELY",1,0,0,0
"LOC105375411",1,0,0,0
"KLHL40",0.617988307121335,0,0.786187288285245,0
"LOC102723638",1,0,0,0
"LOC105378651",1,0,0,0
"CST4",1,0,0,0
"SLC17A2",1,0,0,0
"DUSP13B",1,0,0,0
"LOC105373942",1,0,0,0
"GUCA1C",1,0,0,0
"TFF1",1,0,0,0
"102724143",1,0,0,0
"ODAPH",1,0,0,0
"KRTAP6-1",1,0,0,0
"LOC105372460",1,0,0,0
"LOC102723656",1,0,0,0
"LOC105377382",1,0,0,0
"CIMAP1A",1,0,0,0
"LOC112268445",1,0,0,0
"COL9A1",1,0,0,0
"CYP4F2",0.471404520791032,0,0.599707531057446,0.646628683999372
"PRAMEF7",1,0,0,0
"SYT6",1,0,0,0
"LOC105372622",1,0,0,0
"OR7E91P",1,0,0,0
"GIP",0.742108238521282,0.670280062599836,0,0
"LOC105370504",1,0,0,0
"BBOX1-AS1",1,0,0,0
"112268301",1,0,0,0
"105378967",1,0,0,0
"PRDM12",0.742108238521282,0.670280062599836,0,0
"MYL2",1,0,0,0
"LOC105374181",1,0,0,0
"LOC105375034",1,0,0,0
"107985768",1,0,0,0
"DMRT1",1,0,0,0
"CLEC3A",0.742108238521282,0.670280062599836,0,0
"ATP4B",1,0,0,0
"LOC112268433",1,0,0,0
"PTPRO",1,0,0,0
"LRRC74A",1,0,0,0
"LOC101928608",1,0,0,0
"TGM4",1,0,0,0
"LOC102724591",1,0,0,0
"ANKRD34B",1,0,0,0
"LINC00324",1,0,0,0
"102724438",1,0,0,0
"RPE65",1,0,0,0
"ZNF865",1,0,0,0
"105378444",1,0,0,0
"GPR12",1,0,0,0
"LEMD1-AS1",1,0,0,0
"LRRC37A8P",1,0,0,0
"NXT2",1,0,0,0
"EFCAB3",1,0,0,0
"LOC105377507",1,0,0,0
"NSG2",1,0,0,0
"PRAMEF8",1,0,0,0
"LINC01968",1,0,0,0
"LINC02408",1,0,0,0
"LOC105377024",1,0,0,0
"SMIM12",1,0,0,0
"LOC105370921",1,0,0,0
"LINC00629",1,0,0,0
"TLX1NB",1,0,0,0
"PTMS",1,0,0,0
"LOC105376845",1,0,0,0
"LOC100287036",1,0,0,0
"LYPD4",1,0,0,0
"LINC00444",1,0,0,0
"CBLN2",1,0,0,0
"OTOP2",1,0,0,0
"SCT",1,0,0,0
"LINC01204",1,0,0,0
"107984581",1,0,0,0
"DDC-AS1",1,0,0,0
"CT83",1,0,0,0
"ITIH6",0.742108238521282,0.670280062599836,0,0
"LOC105378520",1,0,0,0
"LOC105378796",1,0,0,0
"ODAD2P1",1,0,0,0
"GPR26",0.742108238521282,0.670280062599836,0,0
"LOC105372708",1,0,0,0
"TPO",1,0,0,0
"NMBR",0.617988307121335,0,0.786187288285245,0
"LOC105376003",1,0,0,0
"LINC02112",1,0,0,0
"LOC105375341",1,0,0,0
"SPAG11A",0.742108238521282,0.670280062599836,0,0
"BPIFB6",1,0,0,0
"LOC105375127",1,0,0,0
"SPRR2F",1,0,0,0
"CACNA1G",1,0,0,0
"FAM241A",1,0,0,0
"OR4C45",1,0,0,0
"CACNA1F",1,0,0,0
"PSG5",0.742108238521282,0.670280062599836,0,0
"GDPD4",1,0,0,0
"LOC105379395",1,0,0,0
"LOC112268022",1,0,0,0
"TMEM272",1,0,0,0
"GDF3",1,0,0,0
"UBE2U",0.742108238521282,0.670280062599836,0,0
"DUXAP8",1,0,0,0
"PADI6",1,0,0,0
"105370721",1,0,0,0
"105371063",1,0,0,0
"LOC105376344",1,0,0,0
"LOC107985720",1,0,0,0
"KCTD4",0.742108238521282,0.670280062599836,0,0
"LINC01441",1,0,0,0
"LOC107986315",1,0,0,0
"PITX3",1,0,0,0
"LINC01600",1,0,0,0
"107986244",1,0,0,0
"GNAO1-DT",1,0,0,0
"SLC30A8",1,0,0,0
"LOC105370287",1,0,0,0
"LGALS7",0.617988307121335,0,0.786187288285245,0
"SNORD88C",1,0,0,0
"GARIN3",1,0,0,0
"LOC105370531",1,0,0,0
"KRT73-AS1",1,0,0,0
"LOC105371115",1,0,0,0
"OR51E2",1,0,0,0
"SST",1,0,0,0
"LINC00485",1,0,0,0
"LOC730668",1,0,0,0
"LOC107985089",1,0,0,0
"CCDC192",1,0,0,0
"PLA2G2F",1,0,0,0
"LOC105371399",1,0,0,0
"LOC105377046",1,0,0,0
"LRRD1",1,0,0,0
"LOC101927131",1,0,0,0
"SSX3",0.742108238521282,0.670280062599836,0,0
"LOC105373611",1,0,0,0
"MAGEB1",1,0,0,0
"KRT76",1,0,0,0
"LOC102724210",1,0,0,0
"LINC02684",1,0,0,0
"LOC105378813",1,0,0,0
"PRAMEF12",1,0,0,0
"CSRP3",1,0,0,0
"CPN2",1,0,0,0
"NUDT2",1,0,0,0
"POU6F2",1,0,0,0
"LINC00930",1,0,0,0
"LOC105371529",1,0,0,0
"LOC107986525",1,0,0,0
"AVPR1B",0.742108238521282,0.670280062599836,0,0
"ZSCAN5B",1,0,0,0
"CDK5R1",1,0,0,0
"LOC101928474",1,0,0,0
"LOC105370196",1,0,0,0
"105378077",1,0,0,0
"ARL13A",1,0,0,0
"HS6ST3",1,0,0,0
"KRT27",1,0,0,0
"LINC03063",1,0,0,0
"HCN2",1,0,0,0
"LOC107985204",1,0,0,0
"CRYBA1",1,0,0,0
"LOC105373429",1,0,0,0
"LOC107985695",1,0,0,0
"LOC107985675",1,0,0,0
"LOC105371692",1,0,0,0
"LOC105375119",1,0,0,0
"LOC105376825",1,0,0,0
"VSX1",1,0,0,0
"PROKR2",0.742108238521282,0.670280062599836,0,0
"ZAR1L",1,0,0,0
"CD300H",1,0,0,0
"LOC105371120",1,0,0,0
"105376287",1,0,0,0
"C17orf50",1,0,0,0
"STATH",0.742108238521282,0.670280062599836,0,0
"SLAMF9",1,0,0,0
"KCNJ9",1,0,0,0
"LINC00654",1,0,0,0
"LPO",0.742108238521282,0.670280062599836,0,0
"LOC105374798",1,0,0,0
"MOXD2P",1,0,0,0
"PDCD6IP-DT",1,0,0,0
"LOC105371953",1,0,0,0
"LINC00407",1,0,0,0
"LOC105370363",1,0,0,0
"GOT1L1",1,0,0,0
"LINC02884",1,0,0,0
"LOC107984112",1,0,0,0
"LOC107987016",1,0,0,0
"107985661",1,0,0,0
"LOC105373218",1,0,0,0
"KCND3",1,0,0,0
"MAGEA12",1,0,0,0
"LOC112268025",1,0,0,0
"LOC105372135",1,0,0,0
"LOC105378821",1,0,0,0
"TRIM60",1,0,0,0
"LOC105376244",1,0,0,0
"LINC02006",1,0,0,0
"BSPH1",1,0,0,0
"KLF9-DT",1,0,0,0
"CLVS1",1,0,0,0
"DBX2",0.742108238521282,0.670280062599836,0,0
"LOC105375969",1,0,0,0
"112268142",1,0,0,0
"ADIPOQ-AS1",1,0,0,0
"KRT84",1,0,0,0
"LOC339298",1,0,0,0
"LOC105378532",1,0,0,0
"105370691",1,0,0,0
"LRRC37A11P",1,0,0,0
"PRG3",0.742108238521282,0.670280062599836,0,0
"C10orf120",1,0,0,0
"CRMA",1,0,0,0
"BSN-DT",1,0,0,0
"LOC107985057",1,0,0,0
"PLAC4",1,0,0,0
"105370537",1,0,0,0
"LOC105376289",1,0,0,0
"CIMIP3",1,0,0,0
"LINC02549",1,0,0,0
"MUC7",1,0,0,0
"107985441",1,0,0,0
"LOC107986327",1,0,0,0
"LOC100505782",1,0,0,0
"LOC105370111",1,0,0,0
"LOC101929278",1,0,0,0
"DNAH8-AS1",1,0,0,0
"TTTY4C",1,0,0,0
"HOTAIR",1,0,0,0
"LOC101928868",1,0,0,0
"LOC105377972",1,0,0,0
"UPK1A",1,0,0,0
"LOC105374989",1,0,0,0
"LINC02576",1,0,0,0
"LOC105377284",1,0,0,0
"LOC644669",1,0,0,0
"LOC112268219",1,0,0,0
"CAGE1",1,0,0,0
"LOC105377979",1,0,0,0
"LOC101929347",1,0,0,0
"PROK1",1,0,0,0
"LOC102724322",1,0,0,0
"LINC01305",1,0,0,0
"ZBTB46-AS1",1,0,0,0
"MIR6075",1,0,0,0
"SHISA8",0.742108238521282,0.670280062599836,0,0
"LOC105371475",1,0,0,0
"SPRN",0.617988307121335,0,0.786187288285245,0
"KRT35",1,0,0,0
"105369487",1,0,0,0
"LOC105377039",1,0,0,0
"S100G",0.742108238521282,0.670280062599836,0,0
"LINC03117",1,0,0,0
"MBOAT4",1,0,0,0
"105374808",1,0,0,0
"PNLIP",1,0,0,0
"LOC105369164",1,0,0,0
"LOC105375805",1,0,0,0
"PRR20B",1,0,0,0
"TAS1R2",1,0,0,0
"LOC107984476",1,0,0,0
"CASP16P",1,0,0,0
"LOC105370399",1,0,0,0
"SPATA31F1",1,0,0,0
"LOC112268227",1,0,0,0
"GBX1",0.742108238521282,0.670280062599836,0,0
"LOC105372263",1,0,0,0
"GABRG1",1,0,0,0
"LOC107986770",1,0,0,0
"LOC105377134",1,0,0,0
"C1QL4",1,0,0,0
"CCDC144NL-AS1",1,0,0,0
"SPATA19",1,0,0,0
"LINC00904",1,0,0,0
"HMGA1P7",1,0,0,0
"LOC100133077",1,0,0,0
"SLC8A1-AS1",1,0,0,0
"105377735",1,0,0,0
"107987326",1,0,0,0
"LOC100421746",1,0,0,0
"RFPL4AL1",0.742108238521282,0.670280062599836,0,0
"LOC101929762",1,0,0,0
"ACTL8",1,0,0,0
"FETUB",0.742108238521282,0.670280062599836,0,0
"LINC02346",1,0,0,0
"LOC105375754",1,0,0,0
"LOC105371770",1,0,0,0
"PSG7",1,0,0,0
"FAM78B-AS1",1,0,0,0
"LINC03020",1,0,0,0
"KCTD13-DT",1,0,0,0
"LOC107985363",1,0,0,0
"SPINK13",0.742108238521282,0.670280062599836,0,0
"NRSN2-AS1",1,0,0,0
"LIN28A",1,0,0,0
"LOC101927814",1,0,0,0
"DMBT1L1",1,0,0,0
"LOC442132",1,0,0,0
"LOC105377599",1,0,0,0
"TTTY4",1,0,0,0
"LINC02460",1,0,0,0
"ARSH",1,0,0,0
"ENHO",1,0,0,0
"ROPN1",1,0,0,0
"KCNV2",1,0,0,0
"LOC105375245",1,0,0,0
"FLG2",1,0,0,0
"LINC02204",1,0,0,0
"LLCFC1",1,0,0,0
"C9orf153",1,0,0,0
"ICMT-DT",1,0,0,0
"SMCP",1,0,0,0
"SMR3A",1,0,0,0
"TENT5D",1,0,0,0
"TSHB",1,0,0,0
"ACTG1P25",1,0,0,0
"LOC101929142",1,0,0,0
"SP8",1,0,0,0
"AKR1B15",1,0,0,0
"107986488",1,0,0,0
"LIRIL2R",1,0,0,0
"PRR20E",1,0,0,0
"SALL2",1,0,0,0
"LOC105371388",1,0,0,0
"LOC105370061",1,0,0,0
"LOC105372524",1,0,0,0
"LOC105378406",1,0,0,0
"PDGFDDN",1,0,0,0
"WDR7-OT1",1,0,0,0
"GPR61",1,0,0,0
"ASB10",1,0,0,0
"RALYL",1,0,0,0
"EVX1",1,0,0,0
"EFCAB9",0.742108238521282,0.670280062599836,0,0
"PPM1F-AS1",1,0,0,0
"LOC105374497",1,0,0,0
"LOC101927369",1,0,0,0
"TRPM8",1,0,0,0
"LINC01743",1,0,0,0
"IGLV2-8",1,0,0,0
"LOC105371509",1,0,0,0
"SOHLH1",1,0,0,0
"LOC105377447",1,0,0,0
"LOC112268096",1,0,0,0
"TTTY21",1,0,0,0
"TUBA3D",1,0,0,0
"107985989",1,0,0,0
"EPS15-AS1",1,0,0,0
"FALEC",1,0,0,0
"LINC02596",1,0,0,0
"NKX6-3",1,0,0,0
"107984063",1,0,0,0
"ASAH1-AS1",1,0,0,0
"TBATA",1,0,0,0
"GFRAL",1,0,0,0
"NOTO",1,0,0,0
"RNF223",1,0,0,0
"LOC105375222",1,0,0,0
"PSG1",0.742108238521282,0.670280062599836,0,0
"TEX36-AS1",1,0,0,0
"ZIC5",1,0,0,0
"LOC101929348",1,0,0,0
"TTTY21B",1,0,0,0
"LOC105370190",1,0,0,0
"LINC01148",1,0,0,0
"107985235",1,0,0,0
"CCDC63",0.53961814226692,0.487388851657797,0.686486975707545,0
"LINC01606",1,0,0,0
"DSCAM-AS1",1,0,0,0
"PGLYRP2",1,0,0,0
"PROKR1",1,0,0,0
"107987098",1,0,0,0
"LINC01922",1,0,0,0
"LINC00970",1,0,0,0
"LINC02689",1,0,0,0
"LACRT",1,0,0,0
"LOC105378148",1,0,0,0
"PAX2",1,0,0,0
"107984748",1,0,0,0
"LOC107985840",1,0,0,0
"107987267",1,0,0,0
"LOC105375711",1,0,0,0
"LOC101928131",1,0,0,0
"107984285",1,0,0,0
"OR10J4",1,0,0,0
"LOC107984128",1,0,0,0
"RN7SL832P",1,0,0,0
"S100A7A",1,0,0,0
"LOC105376272",1,0,0,0
"LOC105375924",1,0,0,0
"LINC01191",1,0,0,0
"LOC107985656",1,0,0,0
"LOC107986163",1,0,0,0
"MAGEB16",1,0,0,0
"LOC105377375",1,0,0,0
"LINC02505",1,0,0,0
"LOC105375613",1,0,0,0
"LOC107985158",1,0,0,0
"PSG8-AS1",1,0,0,0
"OR2C3",1,0,0,0
"CLCA1",1,0,0,0
"LOC105376646",1,0,0,0
"LOC105375027",1,0,0,0
"LOC107985958",1,0,0,0
"BARHL1",1,0,0,0
"LOC105369535",1,0,0,0
"IQCA1L",0.617988307121335,0,0.786187288285245,0
"LOC105370132",1,0,0,0
"URAD",0.53961814226692,0.487388851657797,0.686486975707545,0
"KLK3",1,0,0,0
"LOC105374636",1,0,0,0
"LINC02669",1,0,0,0
"LOC107984871",1,0,0,0
"LOC112268418",1,0,0,0
"LOC105374660",1,0,0,0
"LOC105377520",1,0,0,0
"NUTM1",1,0,0,0
"C7orf33",1,0,0,0
"SLC4A10",1,0,0,0
"LINC02774",1,0,0,0
"MIR6841",1,0,0,0
"LINC02652",1,0,0,0
"LOC105375319",1,0,0,0
"LINC02551",1,0,0,0
"NOBOX",1,0,0,0
"SLC17A6",1,0,0,0
"PRAMEF10",1,0,0,0
"MIR3659HG",1,0,0,0
"107984826",1,0,0,0
"STRA8",1,0,0,0
"WDR87",1,0,0,0
"PATE3",0.742108238521282,0.670280062599836,0,0
"MT4",1,0,0,0
"LGALS13",0.53961814226692,0.487388851657797,0.686486975707545,0
"LOC110091768",1,0,0,0
"VSTM2B-DT",1,0,0,0
"LIPM",1,0,0,0
"KCNK9",1,0,0,0
"THEM6",1,0,0,0
"LOC107986575",1,0,0,0
"112268196",1,0,0,0
"FSCN3",1,0,0,0
"LINC02710",1,0,0,0
"LINC02141",1,0,0,0
"SPMIP5",1,0,0,0
"112267929",1,0,0,0
"MGC15885",1,0,0,0
"LINC00381",1,0,0,0
"LINC01299",1,0,0,0
"CST13P",1,0,0,0
"105376539",1,0,0,0
"LOC286083",1,0,0,0
"MYF5",1,0,0,0
"LOC105373610",1,0,0,0
"LOC105377123",1,0,0,0
"LOC105376756",1,0,0,0
"RETNLB",1,0,0,0
"LINC02202",1,0,0,0
"LINC02137",1,0,0,0
"TUNAR",1,0,0,0
"LINC02286",1,0,0,0
"LINC02757",1,0,0,0
"LOC105371793",1,0,0,0
"GPR139",1,0,0,0
"TBX15",1,0,0,0
"LINC02869",1,0,0,0
"KCNC1",1,0,0,0
"LINC02715",1,0,0,0
"EML4-AS1",1,0,0,0
"IL17D",1,0,0,0
"LINC02668",1,0,0,0
"LINC00251",1,0,0,0
"107985896",1,0,0,0
"LOC101927467",1,0,0,0
"LINC01030",1,0,0,0
"PDK4",0,0.578908572345526,0.815392460637738,0
"ARX",0,1,0,0
"CALCR",0,1,0,0
"PRSS22",0,1,0,0
"SPPL2B",0,1,0,0
"SOX8",0,1,0,0
"AC003665.1",0,1,0,0
"CX3CL1",0,1,0,0
"DLX6",0,0.578908572345526,0.815392460637738,0
"PROM1",0,1,0,0
"BAIAP3",0,1,0,0
"SELE",0,1,0,0
"E2F2",0,0.578908572345526,0.815392460637738,0
"PSMB1",0,1,0,0
"TFAP2B",0,1,0,0
"DLEC1",0,1,0,0
"CYTH3",0,1,0,0
"IL32",0,0.578908572345526,0.815392460637738,0
"TYROBP",0,1,0,0
"LTF",0,1,0,0
"CD6",0,1,0,0
"DPEP1",0,1,0,0
"CHDH",0,1,0,0
"CLCA4",0,1,0,0
"SLC11A1",0,1,0,0
"ATP1A2",0,1,0,0
"CYP24A1",0,1,0,0
"SYT13",0,1,0,0
"CD74",0,1,0,0
"ABCC2",0,1,0,0
"HSD17B6",0,1,0,0
"SLAMF7",0,1,0,0
"GRN",0,0.578908572345526,0.815392460637738,0
"MYOC",0,0.578908572345526,0.815392460637738,0
"TUBG2",0,1,0,0
"DNAH5",0,1,0,0
"RTN4R",0,1,0,0
"RAB27B",0,1,0,0
"TNC",0,1,0,0
"C2orf83",0,1,0,0
"CAPG",0,1,0,0
"DSG2",0,1,0,0
"TNFRSF17",0,1,0,0
"ADAMTS6",0,1,0,0
"ELN",0,1,0,0
"MRTO4",0,1,0,0
"NRIP2",0,1,0,0
"IL17RB",0,1,0,0
"SERPINB3",0,1,0,0
"SLC2A3",0,1,0,0
"CREB3L3",0,1,0,0
"GPC1",0,1,0,0
"BCAS1",0,1,0,0
"SBNO2",0,1,0,0
"ANKS1A",0,1,0,0
"NTN1",0,1,0,0
"SLC9A3",0,1,0,0
"NGEF",0,1,0,0
"CLDN18",0,0.578908572345526,0.815392460637738,0
"ISOC1",0,1,0,0
"LAPTM4A",0,1,0,0
"PITX1",0,1,0,0
"FRMPD1",0,1,0,0
"SLC6A15",0,1,0,0
"FCGR2B",0,1,0,0
"ABCB11",0,1,0,0
"PTGS2",0,0.578908572345526,0.815392460637738,0
"CA12",0,0.578908572345526,0.815392460637738,0
"ENO1",0,1,0,0
"ACTB",0,0.578908572345526,0.815392460637738,0
"PLXNA2",0,1,0,0
"AP002956.1",0,1,0,0
"P2RY10",0,1,0,0
"DCT",0,0.578908572345526,0.815392460637738,0
"COL5A3",0,0.578908572345526,0.815392460637738,0
"CXCL2",0,1,0,0
"PKP1",0,1,0,0
"IL12RB2",0,1,0,0
"FYB1",0,1,0,0
"GCKR",0,1,0,0
"CTTN",0,1,0,0
"DNAJA1",0,1,0,0
"SNX10",0,1,0,0
"FAT2",0,1,0,0
"TMPRSS11E",0,1,0,0
"NOP14",0,0.578908572345526,0.815392460637738,0
"TFAP2C",0,1,0,0
"EDEM2",0,0.578908572345526,0.815392460637738,0
"TPX2",0,1,0,0
"DEFB127",0,1,0,0
"SLC4A11",0,1,0,0
"SIRPG",0,1,0,0
"RCOR1",0,1,0,0
"RGS1",0,1,0,0
"LYZ",0,1,0,0
"CD209",0,0.578908572345526,0.815392460637738,0
"SMPX",0,1,0,0
"CEBPE",0,1,0,0
"DAZL",0,1,0,0
"TEKT2",0,1,0,0
"VNN3",0,1,0,0
"TREM2",0,1,0,0
"MLN",0,0.578908572345526,0.815392460637738,0
"IL12RB1",0,1,0,0
"CBARP",0,0.578908572345526,0.815392460637738,0
"MISP",0,1,0,0
"SMARCB1",0,1,0,0
"SOX10",0,0.578908572345526,0.815392460637738,0
"ACR",0,1,0,0
"ZC3H7B",0,1,0,0
"GZMH",0,1,0,0
"LGMN",0,0.578908572345526,0.815392460637738,0
"SIX4",0,0.578908572345526,0.815392460637738,0
"HIF1A",0,1,0,0
"AL139020.1",0,1,0,0
"BDKRB1",0,1,0,0
"BRMS1L",0,1,0,0
"PLTP",0,0.578908572345526,0.815392460637738,0
"SGK2",0,1,0,0
"SLA2",0,1,0,0
"AVP",0,1,0,0
"JAG1",0,0.578908572345526,0.815392460637738,0
"CST3",0,0.578908572345526,0.815392460637738,0
"WFDC2",0,1,0,0
"FAM83D",0,1,0,0
"LIPG",0,1,0,0
"GUCY2F",0,0.578908572345526,0.815392460637738,0
"TLR8",0,1,0,0
"OPN1LW",0,1,0,0
"PCSK1N",0,1,0,0
"PHEX",0,1,0,0
"CD40LG",0,0.578908572345526,0.815392460637738,0
"GABRE",0,1,0,0
"TNFSF13B",0,1,0,0
"FLT1",0,1,0,0
"RGCC",0,1,0,0
"MEDAG",0,0.578908572345526,0.815392460637738,0
"TSNAXIP1",0,1,0,0
"CRISPLD2",0,1,0,0
"NOMO3",0,1,0,0
"SALL1",0,1,0,0
"ACSBG1",0,1,0,0
"EYA1",0,1,0,0
"CCN4",0,0.578908572345526,0.815392460637738,0
"ARMC1",0,0.578908572345526,0.815392460637738,0
"FGL1",0,1,0,0
"DOT1L",0,1,0,0
"SLC17A7",0,1,0,0
"SGTA",0,1,0,0
"CNTD2",0,1,0,0
"SHD",0,1,0,0
"LIM2",0,1,0,0
"NKG7",0,0.578908572345526,0.815392460637738,0
"CCDC114",0,1,0,0
"HAS1",0,0.578908572345526,0.815392460637738,0
"DBP",0,1,0,0
"SLC5A5",0,1,0,0
"ELL",0,1,0,0
"TMEM59L",0,1,0,0
"ATP6V0A4",0,1,0,0
"TFEC",0,1,0,0
"CPVL",0,1,0,0
"CHCHD2",0,1,0,0
"PTPRZ1",0,1,0,0
"SERPINE1",0,1,0,0
"TMEM176B",0,1,0,0
"KCNT1",0,1,0,0
"PDLIM1",0,1,0,0
"RAB11FIP2",0,1,0,0
"LIPA",0,0.578908572345526,0.815392460637738,0
